userId  itemId  original  prediction
10 2100 5.0 5.0
10 2103 4.0 5.0
10 2107 5.0 4.991
10 2120 5.0 4.54
10 2123 5.0 4.277
10 2128 4.0 4.984
11 2138 5.0 4.271
11 2145 5.0 2.926
11 2149 4.0 4.243
11 2150 4.0 4.441
11 2153 5.0 4.271
11 2156 5.0 4.271
11 2158 5.0 5.0
11 2162 4.0 5.0
11 2168 4.0 2.155
11 2169 3.0 2.689
11 2174 5.0 4.416
11 2176 3.0 4.514
11 2180 4.0 3.125
11 2183 5.0 5.0
11 2184 3.0 4.397
11 2050 5.0 4.342
11 1921 5.0 4.743
11 2192 5.0 4.271
11 2193 5.0 4.478
11 2206 5.0 4.251
12 2209 5.0 4.827
12 2213 5.0 5.0
12 2220 5.0 4.827
12 1963 5.0 5.0
12 2225 5.0 4.827
12 2230 5.0 4.827
12 2237 5.0 4.827
12 2239 5.0 4.827
12 2243 5.0 4.827
12 2248 5.0 4.827
12 2250 3.0 4.827
12 2254 5.0 4.827
12 2265 4.0 4.827
12 2277 5.0 4.827
12 2281 4.0 5.0
12 2283 5.0 4.827
12 2290 5.0 4.827
12 2297 1.0 4.827
12 2305 5.0 4.827
13 2306 3.0 4.0
13 2309 1.0 1.925
13 2310 5.0 5.0
13 2312 5.0 2.076
13 2314 3.0 4.0
13 2321 4.0 4.0
13 2322 4.0 5.0
13 2324 5.0 3.741
13 2328 4.0 3.549
13 2332 5.0 4.952
13 2334 2.0 4.449
13 2339 3.0 4.731
13 2345 4.0 4.0
13 2347 5.0 4.0
13 2350 5.0 5.0
13 2352 5.0 4.0
13 2357 4.0 5.0
13 2363 2.0 4.884
13 2365 2.0 3.728
13 2367 5.0 4.0
13 2368 5.0 4.0
13 2370 1.0 4.0
13 2375 3.0 4.543
13 2170 2.0 3.751
13 2384 5.0 4.623
13 2390 5.0 4.0
13 2393 4.0 4.295
13 2395 1.0 4.0
13 2408 5.0 5.0
13 2432 4.0 4.718
13 2437 5.0 4.557
13 2439 4.0 4.0
13 2441 5.0 4.832
13 2449 3.0 5.0
13 2450 5.0 5.0
13 2451 5.0 4.076
13 2455 4.0 1.606
13 2456 4.0 4.0
13 2465 5.0 4.456
13 2467 5.0 4.69
13 2469 3.0 2.966
13 2190 3.0 4.795
13 2478 4.0 4.0
13 2479 1.0 5.0
13 2033 5.0 4.782
13 2481 5.0 4.13
13 2482 5.0 4.855
13 1921 5.0 4.849
14 2485 2.0 2.758
14 903 2.0 2.794
14 2492 5.0 5.0
14 2494 4.0 4.305
14 2496 4.0 4.186
14 2506 4.0 5.0
14 2514 4.0 5.0
14 2517 5.0 4.483
15 2525 4.0 3.257
15 2526 5.0 3.067
15 2537 1.0 3.116
15 2540 2.0 0.879
15 2544 4.0 3.257
15 2550 4.0 3.747
15 2565 3.0 3.257
15 295 1.0 2.058
15 2571 2.0 3.257
15 2577 4.0 3.257
15 2578 1.0 3.29
15 2579 3.0 3.257
15 2585 4.0 3.953
15 2590 1.0 2.513
15 2617 4.0 3.257
15 2621 3.0 3.257
15 594 2.0 4.318
15 2628 5.0 3.257
15 2629 4.0 3.257
15 2630 2.0 3.257
15 2631 1.0 1.53
15 2638 3.0 2.922
15 2639 3.0 3.257
15 2648 5.0 3.111
15 2651 1.0 2.955
15 2652 5.0 3.257
15 2658 1.0 1.622
15 2663 5.0 3.192
15 2667 4.0 3.591
15 2668 1.0 3.627
15 2669 4.0 3.257
15 2670 4.0 3.257
15 2673 2.0 3.257
15 455 4.0 3.591
15 2676 5.0 3.196
15 2680 2.0 3.219
15 2685 3.0 3.257
15 2687 3.0 3.257
15 2691 1.0 1.269
15 2694 3.0 3.257
15 2710 4.0 4.105
15 2711 4.0 3.257
15 2712 3.0 3.257
15 2716 5.0 3.257
15 2721 4.0 4.209
15 2722 5.0 5.0
15 2718 5.0 4.391
15 2725 5.0 3.257
15 2728 3.0 3.257
15 2732 3.0 2.484
15 2733 3.0 2.992
15 2741 3.0 3.142
15 2744 4.0 3.257
15 2749 5.0 3.257
15 2745 4.0 3.945
15 2753 4.0 3.257
15 2755 4.0 2.961
15 2196 2.0 3.519
15 2771 5.0 3.257
15 2773 4.0 3.257
15 2780 4.0 4.42
15 2782 2.0 3.145
15 2786 4.0 2.317
16 2815 1.0 4.243
16 2818 5.0 4.243
16 2819 4.0 3.172
16 2823 5.0 4.243
16 2827 3.0 4.243
16 2832 2.0 2.701
16 2834 5.0 4.243
16 2837 4.0 4.243
16 2845 5.0 4.047
16 2134 5.0 5.0
16 2849 5.0 4.243
16 2855 4.0 4.243
16 2858 5.0 4.243
16 2859 5.0 5.0
16 2865 5.0 4.243
16 2866 4.0 4.243
16 2873 5.0 3.267
16 2874 4.0 4.099
16 2875 4.0 4.243
16 2876 5.0 4.166
16 2880 2.0 5.0
16 2889 4.0 4.243
16 2893 4.0 2.136
16 2894 3.0 4.243
16 2908 1.0 4.243
16 2912 5.0 4.243
16 2002 5.0 5.0
16 2040 3.0 4.958
16 2920 1.0 4.243
16 2923 5.0 4.243
16 2925 5.0 4.949
16 1029 5.0 4.445
16 2938 4.0 3.858
16 2941 5.0 4.243
16 2946 5.0 4.588
16 2947 5.0 5.0
16 2950 5.0 5.0
16 2952 1.0 4.243
16 2953 5.0 4.243
16 2956 3.0 4.243
16 2963 5.0 4.983
16 2965 5.0 4.243
16 2966 5.0 4.243
16 2970 5.0 4.243
16 2974 5.0 4.243
16 2977 5.0 5.0
16 2982 5.0 4.243
16 2987 2.0 2.923
16 2992 5.0 4.243
16 2994 1.0 3.033
16 3023 5.0 4.243
16 3027 3.0 4.243
16 3037 4.0 4.209
16 3040 5.0 4.243
16 3041 5.0 4.243
16 3044 1.0 4.243
16 3045 5.0 4.243
16 3054 5.0 4.97
16 3055 5.0 3.926
16 3060 3.0 2.982
16 3063 2.0 4.243
16 3070 5.0 4.243
16 3089 5.0 4.243
16 3103 5.0 4.243
16 3106 3.0 4.243
16 3116 1.0 4.243
16 3118 5.0 4.243
16 3120 5.0 4.243
16 3121 5.0 3.357
16 3129 5.0 4.243
16 1722 5.0 5.0
16 3140 5.0 4.243
16 3144 5.0 5.0
16 3148 2.0 4.243
16 3163 5.0 3.444
16 3165 4.0 4.724
16 3174 5.0 4.243
16 3177 4.0 4.243
16 1520 3.0 4.374
16 3188 4.0 4.243
16 3200 5.0 4.383
16 3206 5.0 5.0
16 3207 4.0 5.0
16 3215 5.0 4.243
16 3216 4.0 3.259
16 3219 5.0 4.243
16 3220 5.0 4.243
16 3222 3.0 4.243
16 3226 4.0 5.0
16 3234 5.0 4.071
16 3236 5.0 4.243
16 3242 5.0 5.0
16 3255 4.0 4.243
16 3262 5.0 4.243
16 3276 3.0 4.243
16 3278 5.0 3.797
16 3289 4.0 3.622
16 3309 3.0 4.243
16 3078 5.0 4.953
16 3316 5.0 4.243
16 3320 4.0 4.243
16 3324 5.0 4.243
16 3332 5.0 4.852
16 3345 3.0 5.0
16 3358 5.0 4.413
16 2063 5.0 4.79
16 3363 2.0 4.243
16 3369 5.0 3.715
16 1772 5.0 5.0
16 3376 5.0 4.243
16 3378 4.0 4.243
16 3380 5.0 5.0
16 3382 4.0 4.296
16 3383 4.0 4.211
16 1824 5.0 3.363
16 3386 5.0 4.243
16 3394 2.0 5.0
16 3397 5.0 5.0
16 3398 5.0 4.61
16 3400 5.0 4.721
16 3405 4.0 4.243
16 3414 4.0 4.243
16 1597 5.0 4.243
16 3421 3.0 4.679
16 3424 5.0 5.0
16 3427 5.0 4.172
16 3428 4.0 4.708
16 3430 5.0 4.854
16 1972 5.0 3.798
16 3431 4.0 4.449
16 3433 5.0 4.243
16 3437 5.0 4.713
16 3424 5.0 5.0
16 3444 5.0 4.243
16 3445 5.0 5.0
16 3450 5.0 5.0
16 3452 2.0 3.855
16 916 3.0 4.839
16 539 5.0 4.689
16 3463 5.0 4.246
16 3466 4.0 4.243
16 3467 5.0 5.0
16 3469 5.0 4.243
16 2080 5.0 3.118
16 3473 1.0 4.982
16 3480 5.0 5.0
16 3482 5.0 4.523
16 3483 5.0 4.284
16 3484 4.0 4.489
16 430 5.0 5.0
16 3499 5.0 5.0
16 3506 4.0 4.312
16 3519 5.0 5.0
16 3532 5.0 4.26
16 3534 5.0 5.0
16 3538 5.0 5.0
16 3540 4.0 2.658
16 3541 5.0 5.0
16 3545 4.0 4.846
16 2740 5.0 0.0
16 3550 5.0 5.0
16 3553 2.0 4.355
16 2489 4.0 3.554
16 3558 5.0 5.0
16 3559 5.0 4.243
16 3566 4.0 3.922
16 3571 5.0 5.0
16 3572 5.0 4.243
16 3582 3.0 4.007
16 3595 5.0 5.0
16 3596 5.0 5.0
16 3600 5.0 5.0
16 3605 5.0 3.047
16 3608 5.0 3.123
16 3609 5.0 4.577
16 3610 5.0 5.0
16 3613 5.0 5.0
16 3624 5.0 4.057
16 1429 5.0 3.44
16 3632 5.0 5.0
16 3637 5.0 4.701
17 3644 5.0 4.97
17 3622 5.0 4.267
17 3659 4.0 3.665
17 3668 5.0 4.861
17 3671 5.0 5.0
17 3674 5.0 4.25
17 3677 2.0 4.016
17 3680 5.0 4.25
18 3685 5.0 4.192
18 3686 5.0 4.179
18 3691 4.0 4.179
18 3693 3.0 4.06
18 2379 5.0 5.0
18 3696 5.0 4.179
18 3699 3.0 4.179
18 3701 5.0 4.179
18 3702 5.0 4.492
18 3703 4.0 4.179
18 3711 3.0 5.0
18 3713 3.0 4.488
18 3721 5.0 4.814
18 3722 4.0 4.179
18 3725 5.0 4.179
18 3732 3.0 4.179
18 3734 4.0 3.172
18 3737 5.0 4.179
18 2958 5.0 4.716
18 3749 3.0 4.179
18 3757 5.0 4.179
18 3764 5.0 4.179
18 3123 5.0 4.309
18 3772 5.0 3.57
18 3776 4.0 4.179
18 3779 5.0 4.179
18 3782 5.0 4.179
18 3783 5.0 4.245
18 3787 5.0 4.968
18 3788 5.0 4.179
18 3791 5.0 5.0
18 3794 5.0 2.912
18 3813 4.0 4.879
19 3829 5.0 4.269
19 3834 5.0 4.269
19 3840 4.0 4.269
19 3856 5.0 5.0
19 3860 5.0 4.269
19 3864 5.0 5.0
19 3868 5.0 4.269
19 3873 5.0 4.269
19 3875 5.0 4.7
19 2281 4.0 5.0
19 3879 4.0 3.044
19 3883 5.0 4.269
19 3884 5.0 5.0
19 3886 5.0 4.249
19 3889 5.0 4.269
19 3893 5.0 5.0
19 3895 5.0 5.0
19 3896 5.0 4.269
19 3899 3.0 3.895
19 3902 5.0 4.269
19 3914 5.0 4.269
19 3923 4.0 4.269
19 891 4.0 4.673
19 3931 4.0 4.269
19 3932 5.0 5.0
20 3938 5.0 4.209
20 3942 3.0 4.209
20 3943 5.0 4.209
20 3944 5.0 4.209
20 3946 5.0 4.481
20 1956 5.0 4.448
20 3949 2.0 3.059
20 3952 5.0 4.209
20 3953 5.0 4.592
20 3957 4.0 4.356
20 3962 5.0 5.0
20 3963 5.0 4.558
20 3965 5.0 2.246
20 3971 3.0 3.415
20 3974 3.0 4.209
21 3995 3.0 3.988
21 3998 5.0 3.23
21 2120 4.0 4.087
21 4012 4.0 3.988
21 4013 4.0 4.054
21 4016 5.0 3.988
21 4024 4.0 3.988
21 3545 2.0 4.014
21 4032 5.0 3.511
21 4033 4.0 3.988
21 1713 4.0 4.427
21 4035 4.0 4.068
21 4038 5.0 3.988
21 4041 3.0 5.0
21 4047 4.0 3.988
21 4060 4.0 4.675
21 4065 5.0 4.567
21 1341 4.0 4.844
22 4081 5.0 4.298
22 4082 5.0 4.298
22 4083 5.0 3.83
22 3783 5.0 3.917
22 4084 5.0 4.837
22 4091 4.0 2.616
22 4108 5.0 5.0
22 4110 5.0 4.519
23 4115 4.0 4.2
23 4122 5.0 4.636
23 4123 4.0 4.2
23 4124 5.0 4.486
23 4125 5.0 3.803
23 4128 5.0 4.2
23 998 4.0 3.651
23 3810 5.0 4.172
23 4145 5.0 4.272
23 1972 5.0 3.906
23 4163 5.0 4.977
24 4169 4.0 4.221
24 4170 5.0 4.302
24 4174 5.0 4.515
24 4181 4.0 4.302
24 3344 5.0 5.0
24 4187 4.0 1.51
24 4191 5.0 4.927
24 4196 5.0 5.0
24 3624 5.0 3.837
24 4203 4.0 3.286
24 4208 5.0 4.302
24 4211 5.0 4.755
24 4221 4.0 4.628
24 4223 4.0 4.302
24 4225 5.0 4.602
24 4227 5.0 4.302
24 4232 4.0 4.454
24 3282 4.0 4.78
24 4241 4.0 4.202
24 924 5.0 4.725
24 4246 4.0 3.995
24 1869 5.0 4.139
24 4249 5.0 4.333
24 4251 5.0 4.113
24 4252 5.0 5.0
24 4254 4.0 4.369
24 4257 5.0 4.941
24 1953 5.0 4.81
24 346 5.0 4.332
24 4267 5.0 4.302
24 4271 4.0 4.449
24 4275 5.0 4.8
24 4278 4.0 3.815
24 4280 5.0 4.923
24 4285 3.0 4.302
24 4049 4.0 5.0
25 4302 2.0 3.851
25 4308 4.0 4.188
25 4309 4.0 4.188
25 4311 5.0 4.188
25 4314 5.0 4.188
25 4315 5.0 4.188
26 4319 5.0 3.627
27 1823 4.0 4.697
27 4331 5.0 3.619
27 4334 5.0 4.806
27 4338 4.0 3.969
27 4351 5.0 4.075
27 1446 4.0 4.09
27 645 4.0 3.838
27 2708 3.0 3.386
27 4256 5.0 3.61
27 4366 4.0 4.075
27 2668 4.0 3.623
27 2702 4.0 4.167
27 4371 4.0 4.003
28 4381 3.0 4.225
28 2053 5.0 5.0
28 4388 5.0 4.225
28 4391 5.0 4.225
28 4393 4.0 4.225
28 4395 3.0 4.225
28 4402 5.0 4.225
28 4405 5.0 4.781
28 4382 4.0 4.788
28 4426 5.0 4.225
28 4428 4.0 3.208
28 4434 4.0 3.917
28 4441 4.0 3.573
28 4446 4.0 4.175
28 4456 3.0 4.225
29 4465 4.0 3.829
29 4466 5.0 3.829
29 4468 5.0 3.829
29 4469 3.0 3.829
29 2660 4.0 4.052
29 4471 4.0 3.28
29 4474 4.0 3.829
29 4478 5.0 4.714
29 4480 4.0 4.114
29 4487 4.0 3.829
29 4489 3.0 5.0
29 4499 4.0 3.829
29 4501 5.0 3.829
29 4512 5.0 3.829
29 4515 1.0 3.829
29 4535 3.0 4.625
29 4538 3.0 4.844
29 4539 4.0 3.829
29 4541 5.0 4.184
29 4544 5.0 3.829
30 2281 4.0 4.314
30 4552 4.0 4.528
30 4560 3.0 3.108
30 4567 5.0 4.832
30 4571 5.0 4.279
30 4580 5.0 4.605
30 4581 5.0 4.304
30 1567 5.0 4.287
30 1213 5.0 4.391
30 4588 5.0 4.826
31 4592 1.0 2.814
31 4372 1.0 2.28
31 4602 5.0 4.264
31 4604 5.0 4.264
31 4606 4.0 4.264
31 4610 4.0 4.264
31 4619 5.0 4.264
31 4623 5.0 5.0
31 4625 3.0 2.35
31 1372 5.0 5.0
31 4635 1.0 4.254
31 4641 5.0 4.753
31 4642 4.0 4.264
31 3854 3.0 3.758
31 4649 5.0 4.964
31 4650 5.0 5.0
31 3588 5.0 4.956
31 768 4.0 3.751
31 4656 4.0 5.0
31 4660 4.0 3.966
31 4661 5.0 4.426
31 4665 5.0 4.264
32 4682 2.0 3.773
32 4683 3.0 3.316
32 4690 1.0 3.316
32 4692 2.0 3.316
32 4698 4.0 3.03
32 4708 4.0 3.316
32 4712 4.0 4.691
32 4713 3.0 3.316
32 4725 3.0 2.275
32 4732 4.0 2.285
32 4738 3.0 3.374
32 4742 5.0 3.316
32 4743 5.0 3.316
32 4757 1.0 3.316
32 577 1.0 1.804
32 4760 3.0 3.316
32 4764 3.0 3.266
32 4767 5.0 4.856
32 4780 2.0 1.918
32 4781 2.0 3.225
32 4783 1.0 1.327
32 4787 1.0 3.316
32 4794 4.0 4.747
32 4807 3.0 3.839
32 4815 5.0 3.316
32 4821 5.0 4.859
32 1190 4.0 5.0
32 4834 3.0 3.316
33 4838 5.0 4.286
33 4841 5.0 4.073
33 4843 5.0 4.437
33 4847 4.0 4.931
33 4848 3.0 4.203
34 3247 5.0 4.639
34 4857 5.0 4.727
34 3505 5.0 4.825
34 4859 5.0 4.658
34 4865 5.0 4.746
34 4866 5.0 4.727
34 4879 4.0 2.079
34 4880 5.0 5.0
34 4881 4.0 4.077
34 3723 5.0 5.0
34 4896 5.0 4.181
34 4898 4.0 5.0
34 4906 1.0 1.366
34 4907 5.0 4.727
34 4908 5.0 4.727
34 4909 4.0 5.0
34 4915 5.0 4.727
